מילה	יחידה	מקור ההוכחה	רפרנס	הערה
הסה	5	ויקינתונים (CC0)	L207937
הקשה	5	ויקינתונים (CC0)	L208851
זלף	5	ספריא · נחלת הכלל	Chokhmat Shlomo on Sanhedrin 48a:7 (Vilna Edition [he])
גחן	5	ויקינתונים (CC0)	L206167
בתר	5	ויקינתונים (CC0)	L205815
פכה	5	ויקינתונים (CC0)	L216744
קרש	5	ויקינתונים (CC0)	L67993
השיא	5	ויקינתונים (CC0)	L208994
נועץ	5	ויקינתונים (CC0)	L214283
התגודד	5	ויקינתונים (CC0)	L209380
התערה	5	ויקינתונים (CC0)	L209974
נטמע	5	ויקינתונים (CC0)	L214446
סר	5	ויקינתונים (CC0)	L215831
הפשיל	5	ויקינתונים (CC0)	L208583
אזר	5	ויקינתונים (CC0)	L204634
חגר	5	ויקינתונים (CC0)	L210592
התנגח	5	ויקינתונים (CC0)	L209800
סלף	5	ויקינתונים (CC0)	L215492
געה	5	ויקינתונים (CC0)	L206332
צהל	5	ויקינתונים (CC0)	L217489
שרץ	5	ויקינתונים (CC0)	L219891
תפח	5	ויקינתונים (CC0)	L220353
פרכס	5	ויקינתונים (CC0)	L217294
שלשל	5	ויקינתונים (CC0)	L219703
נפץ	5	ויקינתונים (CC0)	L214874
התפעם	5	ויקינתונים (CC0)	L210048
הבליג	5	ויקינתונים (CC0)	L206871
הפריש	5	ויקינתונים (CC0)	L208579
נואש	5	ויקינתונים (CC0)	L214217
מצה	5	ויקינתונים (CC0)	L66471
סחף	5	ויקינתונים (CC0)	L215341
עגן	5	ויקינתונים (CC0)	L215913
קנה	5	ויקינתונים (CC0)	L218350
אחו	5	ויקינתונים (CC0)	L75253
ניר	5	ויקינתונים (CC0)	L79842
תירוש	5	ויקינתונים (CC0)	L82482
ציץ	5	ויקינתונים (CC0)	L67666
חוח	5	ויקינתונים (CC0)	L77748
חיץ	5	ויקינתונים (CC0)	L65259
שוחה	5	ויקינתונים (CC0)	L82142
תפת	5	ויקינתונים (CC0)	L82559
ישימון	5	ויקינתונים (CC0)	L211908
שרב	5	ויקינתונים (CC0)	L68497
זרזיף	5	ויקינתונים (CC0)	L77670
אדוה	5	ויקינתונים (CC0)	L489740
דק	5	ויקינתונים (CC0)	L206727
הבל	5	ויקינתונים (CC0)	L64775
נימה	5	ויקינתונים (CC0)	L79825
בדל	5	ויקינתונים (CC0)	L64174
תושיה	5	ספריא · נחלת הכלל	Shadal on Isaiah 28:29:1 (Padova, 1867 [he])
תם	5	ויקינתונים (CC0)	L220260
אמש	5	ויקינתונים (CC0)	L491502
מועקה	5	ויקינתונים (CC0)	L212901
טרדה	5	ויקינתונים (CC0)	L211520
אושה	5	ויקינתונים (CC0)	L75234
צריח	5	ויקינתונים (CC0)	L67720
קיטון	5	ויקינתונים (CC0)	L81615
קיתון	5	ויקינתונים (CC0)	L81636
גיגית	5	ויקינתונים (CC0)	L206182
נזם	5	ויקינתונים (CC0)	L214347
עדי	5	ויקינתונים (CC0)	L67166
רגב	5	ויקינתונים (CC0)	L81899
טיט	5	ויקינתונים (CC0)	L78052
פור	5	ויקינתונים (CC0)	L67380
אשיה	5	ויקינתונים (CC0)	L205433
עגה	5	ויקינתונים (CC0)	L215900
נפתולים	5	ויקינתונים (CC0)	L214892
רז	5	ויקינתונים (CC0)	L218803
דיוקן	5	ויקינתונים (CC0)	L491173
חטם	5	ויקינתונים (CC0)	L65164
לע	5	ויקינתונים (CC0)	L78699
מלתעות	5	ספריא · נחלת הכלל	Machberet Menachem, Letter Lamed 53:2 (Mahberet Menahem, London, 1854. [he])
טפר	5	ויקינתונים (CC0)	L65432
פרסה	5	ויקינתונים (CC0)	L67560
פלומה	5	ויקינתונים (CC0)	L80901
פאה	5	ויקינתונים (CC0)	L67347
ירכתים	5	ויקינתונים (CC0)	L78321
שפולים	5	ויקינתונים (CC0)	L82307
ספיח	5	ויקינתונים (CC0)	L215748
נשך	5	ויקינתונים (CC0)	L215062
מהמורות	5	ספריא · נחלת הכלל	Korban HaEdah on Jerusalem Talmud Moed Katan 1:6:3:2 (1536 [he])
חתחתים	5	ויקינתונים (CC0)	L211229
תלאות	5	⚠ דרוש מקור	Menorat HaMaor, iv; On Humility, Developing Humility 21 (Menorat HaMaor, Alnakawa, H.G. Enelow ed. N.Y. 1929-1934 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1934 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Menorat HaMaor, Alnakawa, H.G. Enelow ed. N.Y. 1929-1934 · הטענה הקודמת: ספריא · נחלת הכלל / Menorat HaMaor, iv; On Humility, Developing Humility 21 (Menorat HaMaor, Alnakawa, H.G. Enelow ed. N.Y. 1929-1934 [he])
אספסוף	5	ויקינתונים (CC0)	L205173
גזמה	5	ויקינתונים (CC0)	L206085
זוטות	5	ויקינתונים (CC0)	L210377
צפוד	5	ויקינתונים (CC0)	L217693
מהוה	5	ויקינתונים (CC0)	L212700
נאלח	5	ויקינתונים (CC0)	L214052
שחוח	5	ויקינתונים (CC0)	L219403
מאלף	5	ויקינתונים (CC0)	L65998
הניח את דעתו	5	⚠ דרוש מקור	Shem MiShmuel, Vayakhel 13:4 (Sefer Shem Mishmuel, Piotrkow, 1927-1934 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1934 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Sefer Shem Mishmuel, Piotrkow, 1927-1934 · הטענה הקודמת: ספריא · נחלת הכלל / Shem MiShmuel, Vayakhel 13:4 (Sefer Shem Mishmuel, Piotrkow, 1927-1934 [he])
הוליך שולל	5	⚠ דרוש מקור	Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 11:90 (Derashot El Ami, Jerusalem 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Derashot El Ami, Jerusalem 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 11:90 (Derashot El Ami, Jerusalem 1936 [he])
הקל ראש	5	ספריא · נחלת הכלל	Alshekh on Torah, Leviticus 10:1:11 (Torat Moshe, Warsaw, 1875 [he])
מן הפח אל הפחת	5	⚠ דרוש מקור	Sermons Unto My People, The High Holidays 7:39 (Derashot El Ami, Jerusalem 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Derashot El Ami, Jerusalem 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Sermons Unto My People, The High Holidays 7:39 (Derashot El Ami, Jerusalem 1936 [he])
אפס קצהו	5	⚠ דרוש מקור	Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 15:65 (Derashot El Ami, Jerusalem 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Derashot El Ami, Jerusalem 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 15:65 (Derashot El Ami, Jerusalem 1936 [he])
טפין טפין	5	ספריא · נחלת הכלל	Maggid Mishneh on Mishneh Torah, Forbidden Intercourse 9:6:3 (ToratEmet [he])
אין אונים	5	ספריא · נחלת הכלל	Ibn Ezra on Isaiah 40:29:1 (Ibn Ezra on Isaiah, by M. Friedlander; Society of Hebrew Literature, London 1877 [he])
תמול שלשום	5	ספריא · נחלת הכלל	Kitzur Ba'al HaTurim on Exodus 5:8:1 (On Your Way [he])
עול ימים	5	ספריא · נחלת הכלל	Mechokekei Yehudah; Karnei Ohr, Genesis 33:15:1 (Piotrkow, 1907-1911 [he])
שאר בשר	5	ספריא · נחלת הכלל	Korban HaEdah on Jerusalem Talmud Sanhedrin 7:7:4:2 (1536 [he])
רחב יד	5	ספריא · נחלת הכלל	Rashi on Chullin 134b:14:2 (Vilna Edition [he])
ארך אפים	5	ויקינתונים (CC0)	L76029
חמור סבר	5	ספריא · נחלת הכלל	Rashbam on Bava Batra 78a:4:3 (Vilna Edition [he])
נים ולא נים	5	ספריא · נחלת הכלל	Tosafot on Niddah 63a:4:1 (Vilna Edition [he])
עתיק יומין	5	ספריא · נחלת הכלל	Sha'arei Orah, Tenth Gate, First Sefirah 90 (Shaarei Orah, grimoar [he])
שד ושבר	5	ספריא · נחלת הכלל	Machberet Menachem, Introduction 190 (Mahberet Menahem, London, 1854. [he])
מן הכח אל הפעל	5	ספריא · נחלת הכלל	Efodi on Guide for the Perplexed, Part 2 4:12 (Warsaw, 1872 [he])
מחוז חפצו	5	ספריא · נחלת הכלל	HaKtav VeHaKabalah, Genesis 18:1:3 (HaKtav VeHaKabbalah, Frankfurt 1880 [he])
במרוצת הזמן	5	⚠ דרוש מקור	Against Flaccus 21:3 (Tel Aviv, 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Tel Aviv, 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Against Flaccus 21:3 (Tel Aviv, 1936 [he])
פרשת דרכים	5	ספריא · נחלת הכלל	Rashi on Sotah 21a:13:1 (Vilna Edition [he])
רע הגזרה	5	ספריא · נחלת הכלל	Ibn Ezra on Isaiah 27:9:1 (Ibn Ezra on Isaiah, by M. Friedlander; Society of Hebrew Literature, London 1877 [he])
עמוד התוך	5	ספריא · נחלת הכלל	Matnot Kehunah on Shemot Rabbah 15:22:9 (Midrash Rabbah, Vilna, 1878 [he])
אבן בחן	5	ויקינתונים (CC0)	L1352733
מטבע לשון	5	ויקינתונים (CC0)	L66195
בעל שעור קומה	5	ספריא · נחלת הכלל	Otzar Midrashim, Shiur Komah 1:1 (Otzar Midrashim, New York, 1915 [he])
נשוא פנים	5	ספריא · נחלת הכלל	Rashi on Sotah 40a:7:2 (Vilna Edition [he])
רב פעלים	5	ספריא · נחלת הכלל	Minchat Shai on Proverbs 5:6:1 (Minchat Shai [he])
קבל עליו את הדין	5	ספריא · נחלת הכלל	Marpeh la'Nefesh, Tenth Treatise on Devotion to God 4:3 (Chovat Halevavot, Warsaw 1875 [he])
דבר והפוכו	5	ספריא · נחלת הכלל	Malbim Beur Hamilot on Isaiah 5:6:3 (On Your Way [he])
לא דבים ולא יער	5	ספריא · נחלת הכלל	Ein Yaakov, Sotah 9:6 (Daat [he])
דן לכף זכות	5	ספריא · נחלת הכלל	Shenei Luchot HaBerit, Torah Shebikhtav, Sefer Vayikra, Torah Ohr, Kedoshim 42 (Shenei Luchot HaBrit, based on Amsterdam, 1698 ed. Part III [he])
לפנים משורת הדין	5	ספריא · נחלת הכלל	Chidushei Agadot on Avodah Zarah 4b:7 (Vilna Edition [he])
יצא ידי חובה	5	⚠ דרוש מקור	Arvei Nachal, Miketz 1:38 (Arvei Nachal, Jerusalem, 1991 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1991 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Arvei Nachal, Jerusalem, 1991 · הטענה הקודמת: ספריא · נחלת הכלל / Arvei Nachal, Miketz 1:38 (Arvei Nachal, Jerusalem, 1991 [he])
עובר לסוחר	5	ספריא · נחלת הכלל	Gra's Nuschah on Avot D'Rabbi Natan 13:3:3 (Talmud Bavli, Vilna 1883 ed. [he])
שוה לכל נפש	5	ספריא · נחלת הכלל	Korban HaEdah on Jerusalem Talmud Shabbat 3:3:13:7 (1536 [he])
לחם חקו	5	ספריא · נחלת הכלל	Ralbag on I Kings 11:18:2 (On Your Way [he])
קצו של יוד	5	ויקיטקסט · נחלת הכלל	ליקוטי הלכות/חושן משפט/הלכות גניבה
מלא פיו מים	5	ספריא · נחלת הכלל	Shulchan Arukh, Yoreh De'ah 135:10 (Ashlei Ravrevei: Shulchan Aruch Yoreh Deah, Lemberg, 1888 [he])
לשון המאזנים	5	ספריא · נחלת הכלל	Zera Kodesh, On Torah, Vayera 6 (1405 [he])
קרן זוית	5	ספריא · נחלת הכלל	Chatam Sofer on Shulchan Arukh, Orach Chayim 440:1 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])
עמד בפרץ	5	ספריא · נחלת הכלל	Perush Maharzu on Ruth Rabbah, Petichta 1:55 (Midrash Rabbah, Vilna, 1878 [he])
אחר כבוד	5	ספריא · נחלת הכלל	Matnot Kehunah on Vayikra Rabbah 9:2:1 (Midrash Rabbah, Vilna, 1878 [he])
בחצי פה	5	⚠ דרוש מקור	Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Pesachim 5:5:4:1 (Jerusalem, 1940 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1940 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Jerusalem, 1940 · הטענה הקודמת: ספריא · נחלת הכלל / Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Pesachim 5:5:4:1 (Jerusalem, 1940 [he])
ביד רמה	5	ספריא · נחלת הכלל	Netinah LaGer, Numbers 15:30:1 (Vilna, 1876 [he])
באין רואים	5	ספריא · נחלת הכלל	Machatzit HaShekel on Orach Chayim 55:14:2 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893, Vol 1 [he])
בין השמשות	5	ויקינתונים (CC0)	L76275
לעת מצא	5	ספריא · נחלת הכלל	Torah Temimah on Psalms 32:6:1 (On Your Way [he])
נחלת הכלל	5	ספריא · נחלת הכלל	Akeidat Yitzchak 23:1:8 (Akeidat Yitzchak, Pressburg 1849 [he])
נכסי צאן ברזל	5	ספריא · נחלת הכלל	Chelkat Mechokek 66:39 (Vilna, 1876 [he])
יגיע כפיו	5	⚠ דרוש מקור	Meiri on Psalms 128:2:1 (Jerusalem, 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Jerusalem, 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Meiri on Psalms 128:2:1 (Jerusalem, 1936 [he])
הלך רוח	5	ספריא · נחלת הכלל	Minchat Shai on Micah 2:10:1 (Minchat Shai [he])
עדן ועדנים	5	ספריא · נחלת הכלל	Beur HaRe'em on Midrash Lekach Tov, Deuteronomy, Vayeilech 24 (Midrash Lekach Tov on Torah, Vilna 1884 [he])
עשה ימים כלילות	5	ספריא · נחלת הכלל	Rosh on Moed Katan 3:63:1 (Vilna Edition [he])
ערב רב	5	ספריא · נחלת הכלל	Mikdash Melekh on Zohar 3:237b:1 (Zholkva, 1864 [he])
למגנת לבו	5	ויקיטקסט · נחלת הכלל	יהודה ליב גורדון
אליה וקוץ בה	5	⚠ דרוש מקור	Hegyonot El Ami, Volume II, Chayei Sara 20:22 (Antwerp, 1933-1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Antwerp, 1933-1936 · הטענה הקודמת: ספריא · נחלת הכלל / Hegyonot El Ami, Volume II, Chayei Sara 20:22 (Antwerp, 1933-1936 [he])
לאמתו של דבר	5	⚠ דרוש מקור	Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 16:23 (Derashot El Ami, Jerusalem 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Derashot El Ami, Jerusalem 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 16:23 (Derashot El Ami, Jerusalem 1936 [he])
אמרי שפר	5	ספריא · נחלת הכלל	Abarbanel on Torah, Genesis 49:1:7 (Torah Commentary of Yitzchak Abarbanel, Warsaw 1862 [he])
דברי טעם	5	ספריא · נחלת הכלל	Chafetz Chaim on Sifra, Tazria Parashat Negaim, Chapter 6 7:9 (Wikisource [he])
דברי בלע	5	⚠ דרוש מקור	Meiri on Psalms 52:6:1 (Jerusalem, 1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Jerusalem, 1936 · הטענה הקודמת: ספריא · נחלת הכלל / Meiri on Psalms 52:6:1 (Jerusalem, 1936 [he])
כזית	5	ספריא · נחלת הכלל	Rashi on Zevachim 30b:17:1 (Vilna Edition [he])
עשרת מונים	5	ספריא · נחלת הכלל	Da'at Zekenim on Genesis 31:7:1 (daat zekenim [he])
עד בלי די	5	ספריא · נחלת הכלל	Imrei Binah, Part I; Oseh Pele 3:31 (Imrei Binah, Jerusalem 1908 [he])
כחוט השערה	5	ספריא · נחלת הכלל	Notes and Corrections on Midrash Lekach Tov, Exodus 15:94 (Midrash Lekach Tov on Torah, Vilna 1884 [he])
בדמי ימיו	5	ספריא · נחלת הכלל	Tzav VeZeruz 17:1 (Ring. II 431 [he])
הכה גלים	5	ספריא · נחלת הכלל	Machberet Menachem, Introduction 79 (Mahberet Menahem, London, 1854. [he])
קפא על שמריו	5	⚠ דרוש מקור	נח על זרי דפנה
בוסס	5	ויקינתונים (CC0)	L205602
מצביא	5	ויקינתונים (CC0)	L213674
דלפון	5	ויקינתונים (CC0)	L77051
התבשם	5	ויקינתונים (CC0)	L209366
יצא מכליו	5	ויקיטקסט · נחלת הכלל	החטא ועונשו (ברנר)/חלק שלישי/פרק V
סר חינו	5	לפי מילה: ויקינתונים · צורה (CC0) + ויקינתונים · כתיב מלא/חסר (CC0)	סר=L215831 חינו=L207124
גשם זלעפות	5	ספריא · נחלת הכלל	Abarbanel on Torah, Genesis 7:1:1 (Torah Commentary of Yitzchak Abarbanel, Warsaw 1862 [he])
הלך שבי	5	ויקיטקסט · נחלת הכלל	מלבי"ם על ישעיהו טו ז
מסעד	5	ויקינתונים (CC0)	L213555
ביכר	5	ויקינתונים (CC0)	L205760
הרנין	5	ויקינתונים (CC0)	L208914
לא ידע שבעה	5	ספריא · נחלת הכלל	Teshuvot HaRosh 8:16:3 (She'elot u'Teshuvot haRosh, Vilna, 1881 [he])
עד לשד עצמותיו	5	ויקיטקסט · נחלת הכלל	יומן ירושלים (ארלוזורוב)/יוני 1932
בעקיפין	6	ספריא · נחלת הכלל	Etz Yosef on Shemot Rabbah 9:3:8 (Midrash Rabbah with Etz Yosef, Warsaw, 1867 [he])
במישרין	6	ויקיטקסט · נחלת הכלל	פקודת מס הכנסה
נמק	6	ויקינתונים (CC0)	L214717
התנון	6	ויקינתונים (CC0)	L209821
כעכע	6	ספריא · נחלת הכלל	Sefer HeArukh, Letter Kaf 243 (Sefer HeArukh, Lublin 1883 [he])
בחל	6	ויקינתונים (CC0)	L205674
שקץ	6	ויקינתונים (CC0)	L82341
הפליא	6	ויקינתונים (CC0)	L208536
המיר	6	ויקינתונים (CC0)	L208219
סוכך	6	ויקינתונים (CC0)	L215232
התאונן	6	ויקינתונים (CC0)	L209229
התפלפל	6	ויקינתונים (CC0)	L210034
התברך	6	ויקינתונים (CC0)	L209360
התרונן	6	ויקינתונים (CC0)	L210190
שש	6	ויקינתונים (CC0)	L219897
סלסל	6	ויקינתונים (CC0)	L215635
גחך	6	ויקינתונים (CC0)	L206200
משל	6	ויקינתונים (CC0)	L213934
לכד	6	ויקינתונים (CC0)	L212460
לן	6	ויקינתונים (CC0)	L212479
נשר	6	ויקינתונים (CC0)	L215096
לגם	6	ויקינתונים (CC0)	L212297
סרג	6	ויקינתונים (CC0)	L215838
נטף	6	ויקינתונים (CC0)	L214448
רטט	6	ויקינתונים (CC0)	L218834
צבט	6	ויקינתונים (CC0)	L217454
התנאה	6	ויקינתונים (CC0)	L209793
השחיז	6	ויקינתונים (CC0)	L208984
משובה	6	ויקינתונים (CC0)	L79599
דיצה	6	ויקינתונים (CC0)	L206651
ישע	6	ויקינתונים (CC0)	L211917
מבטחים	6	ספריא · נחלת הכלל	Ma'avar Yabbok, Siftei Tzedek 7:331 (Vilna, 1860 [he])
ערבוביה	6	ויקינתונים (CC0)	L216300
אנדרלמוסיה	6	ויקינתונים (CC0)	L205067
צמרמרת	6	ויקינתונים (CC0)	L81352
שועה	6	ויקינתונים (CC0)	L219769
פיוט	6	ויקינתונים (CC0)	L80817
חרוז	6	ויקינתונים (CC0)	L211135
מובאה	6	ויקינתונים (CC0)	L212730
בליעל	6	ספריא · נחלת הכלל	HaKtav VeHaKabalah, Deuteronomy 15:9:3 (HaKtav VeHaKabbalah, Frankfurt 1880 [he])
סוגר	6	ויקינתונים (CC0)	L215211
מחוש	6	ויקינתונים (CC0)	L213024
חטוטרת	6	ויקינתונים (CC0)	L210749
גלעין	6	ויקינתונים (CC0)	L206279
תרדמה	6	ויקינתונים (CC0)	L68747
מגבעת	6	ויקינתונים (CC0)	L78755
כתנת	6	ויקינתונים (CC0)	L65725
אבזם	6	ויקינתונים (CC0)	L63619
לולאה	6	ויקינתונים (CC0)	L78614
בטנה	6	ויקינתונים (CC0)	L491141
תך	6	ויקינתונים (CC0)	L220209
פשתן	6	ויקינתונים (CC0)	L81196
מלמלה	6	ויקינתונים (CC0)	L213382
אהיל	6	ויקינתונים (CC0)	L75047
שדה	6	ויקינתונים (CC0)	L68234
הדום	6	ויקינתונים (CC0)	L77176
דרגש	6	ויקינתונים (CC0)	L77120
כלאים	6	ויקינתונים (CC0)	L78409
שעטנז	6	ויקינתונים (CC0)	L82294
נזיד	6	ויקינתונים (CC0)	L66729
רקיק	6	ויקינתונים (CC0)	L219135
סלת	6	ויקינתונים (CC0)	L80259
יוחסין	6	ויקינתונים (CC0)	L211668
אילן	6	ויקינתונים (CC0)	L63890
אימה	6	ויקינתונים (CC0)	L63894
קטל	6	ויקינתונים (CC0)	L218082
מאכלת	6	ויקינתונים (CC0)	L65997
פגיון	6	ויקינתונים (CC0)	L67352
גיא	6	ויקינתונים (CC0)	L64490
מחשכים	6	ספריא · נחלת הכלל	Bechinat Olam 4:8 (Bechinat Olam, Vilna 1879 [he])
אשמרת	6	ויקינתונים (CC0)	L64137
רעות	6	ויקינתונים (CC0)	L82027
מלתחה	6	ויקינתונים (CC0)	L79216
אפרכסת	6	ויקינתונים (CC0)	L75914
מוגף	6	ספריא · נחלת הכלל	Rashi on Zevachim 55b:6:1 (Vilna Edition [he])
תלוש	6	ויקינתונים (CC0)	L220246
מגאל	6	ויקינתונים (CC0)	L212608
מחפיר	6	ויקינתונים (CC0)	L213054
מרוד	6	ויקינתונים (CC0)	L213809
מסעף	6	ויקינתונים (CC0)	L79328
גמר אמר	6	ספריא · נחלת הכלל	Machberet Menachem, Letter Gimel 46:2 (Mahberet Menahem, London, 1854. [he])
חכך בדעתו	6	⚠ דרוש מקור	חכך ידיו בהנאה
שם לאל	6	ספריא · נחלת הכלל	Yefeh To'ar on Bereshit Rabbah 82:3:1 (Midrash Rabbah, Vilna, 1878 [he])
קבע מסמרות	6	⚠ דרוש מקור	Darkhei Moshe (Amiel), Derekh HaKodesh, Shmatta 1 7:6 (Darkhei Moshe, Jerusalem 1998-2000 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 2000 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Darkhei Moshe, Jerusalem 1998-2000 · הטענה הקודמת: ספריא · נחלת הכלל / Darkhei Moshe (Amiel), Derekh HaKodesh, Shmatta 1 7:6 (Darkhei Moshe, Jerusalem 1998-2000 [he])
תהה על קנקנו	6	ויקיטקסט · נחלת הכלל	ספר הבדיחה והחידוד/קבלנים, בורסקאים וספסרים; סוחרים וסרסורים; חנוונים ותגרנים; קונים ומוכרים
משענת קנה רצוץ	6	ספריא · נחלת הכלל	Bechinat Olam 8:15 (Bechinat Olam, Vilna 1879 [he])
חסר כל	6	ספריא · נחלת הכלל	Etz Yosef on Vayikra Rabbah 3:6:8 (Midrash Rabbah with Etz Yosef, Warsaw, 1867 [he])
בן לויה	6	ספריא · נחלת הכלל	Tosafot on Bekhorot 47a:15:1 (Vilna Edition [he])
בת קול	6	ספריא · נחלת הכלל	Rashi on Yevamot 14a:2:1 (Vilna Edition [he])
בת צחוק	6	ספריא · נחלת הכלל	Responsa Rav Pealim, Volume III, Even HaEzer 5:15 (Rav Pealim, Jerusalem 1901-1912 [he])
בבת עין	6	ויקינתונים (CC0)	L76145
בן טפוחיו	6	לפי מילה: ויקינתונים · צורה (CC0) + ויקינתונים · כתיב מלא/חסר (CC0)	בן=L64310 טפוחיו=L211321
כליל השלמות	6	ויקיטקסט · נחלת הכלל	קדמות היהודים - נגד אפיון
הדריך מנוחתו	6	לפי מילה: ויקינתונים · צורה (CC0)	הדריך=L206990 מנוחתו=L66350
פרק על	6	ויקינתונים (CC0)	L217356
טמן לו פח	6	ספריא · נחלת הכלל	Beit Elohim, Shaar HaTeshuvah 9:17 (Warsaw, 1872 [he])
הרעיש עולמות	6	⚠ דרוש מקור	Hegyonot El Ami, Volume II, Vayera 18:61 (Antwerp, 1933-1936 [he])	⚠ ההוכחה הוסרה · ספריא נחלת-הכלל · מהדורה 1936 · אומת חי מול ספריא: אין בספריא אף מהדורה עברית בנחלת הכלל שאינה מ-1929 ואילך · הגרסאות שנמצאו: Antwerp, 1933-1936 · הטענה הקודמת: ספריא · נחלת הכלל / Hegyonot El Ami, Volume II, Vayera 18:61 (Antwerp, 1933-1936 [he])
פח יקוש	6	ספריא · נחלת הכלל	Metzudat Zion on Psalms 9:16:1 (On Your Way [he])
דרך המלך	6	ספריא · נחלת הכלל	Yachin on Mishnah Bava Batra 6:41:1 (Mishnah, ed. Romm, Vilna 1913 [he])
בטל בששים	6	ספריא · נחלת הכלל	Pitchei Teshuva on Shulchan Arukh, Yoreh De'ah 134:3 (Ashlei Ravrevei: Shulchan Aruch Yoreh Deah, Lemberg, 1888 [he])
יקר המציאות	6	ספריא · נחלת הכלל	Shem HaGedolim, Maarekhet Sefarim, Letter Dalet 31:1 (Podgorze, 1905 (Wikisource edition) [he])
פיק ברכים	6	ספריא · נחלת הכלל	Rashi on Megillah 14b:2:2 (Vilna Edition [he])
שתי וערב	6	ספריא · נחלת הכלל	Korban HaEdah on Jerusalem Talmud Moed Katan 1:8:3:1 (1536 [he])
נכנס בעבי הקורה	6	ספריא · נחלת הכלל	Rashi on Genesis 14:5:2 (On Your Way [he])	⟵ הוחלף למהדורה חופשית · אומת חי מול ספריא: «On Your Way» · רישיון Public Domain · אין בשם המהדורה שנה 1929 ואילך · הרצף «נכנס בעבי הקורה» נמצא בטקסט הגרסה · הטענה הקודמת: ספריא · נחלת הכלל / Rashi on Genesis 14:5:2 (Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann, 1929-1934 [he])
